id,relative_path,filename,containing_directory,folder_artist_guess,tag_artist,tag_album_artist,tag_album,tag_title,tag_track_number,tag_disc_number,tag_year,tag_genre,metadata_status,confidence,reason
1081,iTunes/Compilations/The Definitive Collection [Disc 1]/1-05 Three Times A Lady.m4a,1-05 Three Times A Lady.m4a,The Definitive Collection [Disc 1],Compilations,The Commodores,,The Definitive Collection [Disc 1],Three Times A Lady,5/20,1/2,1978,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1082,iTunes/Compilations/The Definitive Collection [Disc 1]/1-06 Still.m4a,1-06 Still.m4a,The Definitive Collection [Disc 1],Compilations,The Commodores,,The Definitive Collection [Disc 1],Still,6/20,1/2,1979,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1083,iTunes/Compilations/The Definitive Collection [Disc 1]/1-07 All Night Long [All Night].m4a,1-07 All Night Long [All Night].m4a,The Definitive Collection [Disc 1],Compilations,Lionel Richie,,The Definitive Collection [Disc 1],All Night Long [All Night],7/20,1/2,1983,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1084,iTunes/Compilations/The Definitive Collection [Disc 1]/1-09 Truly.m4a,1-09 Truly.m4a,The Definitive Collection [Disc 1],Compilations,Lionel Richie,,The Definitive Collection [Disc 1],Truly,9/20,1/2,1982,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1085,iTunes/Compilations/The Definitive Collection [Disc 1]/1-10 Penny Lover.m4a,1-10 Penny Lover.m4a,The Definitive Collection [Disc 1],Compilations,Lionel Richie,,The Definitive Collection [Disc 1],Penny Lover,10/20,1/2,1983,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1086,iTunes/Compilations/The Definitive Collection [Disc 1]/1-11 You Are.m4a,1-11 You Are.m4a,The Definitive Collection [Disc 1],Compilations,Lionel Richie,,The Definitive Collection [Disc 1],You Are,11/20,1/2,1982,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1087,iTunes/Compilations/The Definitive Collection [Disc 1]/1-12 Sail On.m4a,1-12 Sail On.m4a,The Definitive Collection [Disc 1],Compilations,The Commodores,,The Definitive Collection [Disc 1],Sail On,12/20,1/2,1979,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1088,"iTunes/Compilations/The Definitive Collection [Disc 1]/1-14 Say You, Say Me.m4a","1-14 Say You, Say Me.m4a",The Definitive Collection [Disc 1],Compilations,Lionel Richie,,The Definitive Collection [Disc 1],"Say You, Say Me",14/20,1/2,1986,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1089,iTunes/Compilations/The Definitive Collection [Disc 1]/1-15 Dancing On The Ceiling.m4a,1-15 Dancing On The Ceiling.m4a,The Definitive Collection [Disc 1],Compilations,Lionel Richie,,The Definitive Collection [Disc 1],Dancing On The Ceiling,15/20,1/2,1986,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1090,iTunes/Compilations/The Definitive Collection [Disc 1]/1-16 Do It To Me.m4a,1-16 Do It To Me.m4a,The Definitive Collection [Disc 1],Compilations,Lionel Richie,,The Definitive Collection [Disc 1],Do It To Me,16/20,1/2,1992,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1091,iTunes/Compilations/The Definitive Collection [Disc 1]/1-17 Ballerina Girl.m4a,1-17 Ballerina Girl.m4a,The Definitive Collection [Disc 1],Compilations,Lionel Richie,,The Definitive Collection [Disc 1],Ballerina Girl,17/20,1/2,1986,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1092,iTunes/Compilations/The Definitive Collection [Disc 1]/1-19 To Love A Woman.m4a,1-19 To Love A Woman.m4a,The Definitive Collection [Disc 1],Compilations,Lionel Richie Feat. Enrique Iglesias,,The Definitive Collection [Disc 1],To Love A Woman,19/20,1/2,2002,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1094,iTunes/Compilations/The Hits Remixed/01 Do You Want Me (Ben Liebrand Euro.m4a,01 Do You Want Me (Ben Liebrand Euro.m4a,The Hits Remixed,Compilations,Salt-N-Pepa,,The Hits Remixed,Do You Want Me (Ben Liebrand European Remix),1/10,1/1,1989,Hip Hop/Rap,metadata-conflict,0.6,metadata artist differs from folder artist guess
1095,iTunes/Compilations/The Hits Remixed/02 Push It (Shuv'd UK Remix).m4a,02 Push It (Shuv'd UK Remix).m4a,The Hits Remixed,Compilations,Salt-N-Pepa,,The Hits Remixed,Push It (Shuv'd UK Remix),2/10,1/1,1986,Hip Hop/Rap,metadata-conflict,0.6,metadata artist differs from folder artist guess
1096,iTunes/Compilations/The Hits_The B-Sides (Disc 1)/1-01 When Doves Cry.m4a,1-01 When Doves Cry.m4a,The Hits_The B-Sides (Disc 1),Compilations,Prince,,The Hits/The B-Sides (Disc 1),When Doves Cry,1/18,1/3,1984,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1097,iTunes/Compilations/The Hits_The B-Sides (Disc 1)/1-02 Pop Life.m4a,1-02 Pop Life.m4a,The Hits_The B-Sides (Disc 1),Compilations,Prince,,The Hits/The B-Sides (Disc 1),Pop Life,2/18,1/3,1985,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1098,iTunes/Compilations/The Hits_The B-Sides (Disc 1)/1-09 1999.m4a,1-09 1999.m4a,The Hits_The B-Sides (Disc 1),Compilations,Prince,,The Hits/The B-Sides (Disc 1),1999,9/18,1/3,1982,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1099,iTunes/Compilations/The Hits_The B-Sides (Disc 1)/1-11 Nothing Compares 2 U.m4a,1-11 Nothing Compares 2 U.m4a,The Hits_The B-Sides (Disc 1),Compilations,Prince,,The Hits/The B-Sides (Disc 1),Nothing Compares 2 U,11/18,1/3,1993,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1100,iTunes/Compilations/The Hits_The B-Sides (Disc 1)/1-17 Diamonds And Pearls.m4a,1-17 Diamonds And Pearls.m4a,The Hits_The B-Sides (Disc 1),Compilations,Prince,,The Hits/The B-Sides (Disc 1),Diamonds And Pearls,17/18,1/3,1991,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1101,iTunes/Compilations/The Hits_The B-Sides (Disc 1)/1-18 7.m4a,1-18 7.m4a,The Hits_The B-Sides (Disc 1),Compilations,Prince,,The Hits/The B-Sides (Disc 1),7,18/18,1/3,1992,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1105,iTunes/Compilations/The Other Sister/03 When You Say Nothin At All.m4a,03 When You Say Nothin At All.m4a,The Other Sister,Compilations,Alison Krauss,,The Other Sister,When You Say Nothin At All,3/11,1/1,1999,Soundtrack,metadata-conflict,0.6,metadata artist differs from folder artist guess
1107,iTunes/Compilations/The Very Best Of Brooks & Dunn/08 Ain't Nothing 'Bout You.m4a,08 Ain't Nothing 'Bout You.m4a,The Very Best Of Brooks & Dunn,Compilations,Brooks & Dunn,,The Very Best Of Brooks & Dunn,Ain't Nothing 'Bout You,8/20,1/1,2001,Country,metadata-conflict,0.6,metadata artist differs from folder artist guess
1108,iTunes/Compilations/The Very Best Of Brooks & Dunn/09 If You See Him_If You See Her.m4a,09 If You See Him_If You See Her.m4a,The Very Best Of Brooks & Dunn,Compilations,Brooks & Dunn Feat. Reba McEntire,,The Very Best Of Brooks & Dunn,If You See Him/If You See Her,9/20,1/1,1998,Country,metadata-conflict,0.6,metadata artist differs from folder artist guess
1109,iTunes/Compilations/The Very Best Of Brooks & Dunn/13 It's Getting Better All The Time.m4a,13 It's Getting Better All The Time.m4a,The Very Best Of Brooks & Dunn,Compilations,Brooks & Dunn,,The Very Best Of Brooks & Dunn,It's Getting Better All The Time,13/20,1/1,2003,Country,metadata-conflict,0.6,metadata artist differs from folder artist guess
1110,iTunes/Compilations/The Very Best Of Brooks & Dunn/14 You're Gonna Miss Me When I'm Gon.m4a,14 You're Gonna Miss Me When I'm Gon.m4a,The Very Best Of Brooks & Dunn,Compilations,Brooks & Dunn,,The Very Best Of Brooks & Dunn,You're Gonna Miss Me When I'm Gone,14/20,1/1,1994,Country,metadata-conflict,0.6,metadata artist differs from folder artist guess
1111,iTunes/Compilations/The Very Best Of Brooks & Dunn/19 Neon Moon.m4a,19 Neon Moon.m4a,The Very Best Of Brooks & Dunn,Compilations,Brooks & Dunn,,The Very Best Of Brooks & Dunn,Neon Moon,19/20,1/1,1991,Country,metadata-conflict,0.6,metadata artist differs from folder artist guess
1112,iTunes/Compilations/The Very Best Of Michael McDonald/02 I Keep Forgettin' (Every Time You.m4a,02 I Keep Forgettin' (Every Time You.m4a,The Very Best Of Michael McDonald,Compilations,Michael McDonald,,The Very Best Of Michael McDonald,I Keep Forgettin' (Every Time You're Near),2/16,1/1,1982,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1113,iTunes/Compilations/The Very Best Of Michael McDonald/05 Yah Mo B There [Single Version].m4a,05 Yah Mo B There [Single Version].m4a,The Very Best Of Michael McDonald,Compilations,Michael McDonald,,The Very Best Of Michael McDonald,Yah Mo B There [Single Version],5/16,1/1,1986,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1114,iTunes/Compilations/The Very Best Of Michael McDonald/06 On My Own.m4a,06 On My Own.m4a,The Very Best Of Michael McDonald,Compilations,Michael McDonald,,The Very Best Of Michael McDonald,On My Own,6/16,1/1,1986,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1115,iTunes/Compilations/The Very Best Of Michael McDonald/10 Sweet Freedom [Single Version].m4a,10 Sweet Freedom [Single Version].m4a,The Very Best Of Michael McDonald,Compilations,Michael McDonald,,The Very Best Of Michael McDonald,Sweet Freedom [Single Version],10/16,1/1,1986,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1116,iTunes/Compilations/The Very Best Of Michael McDonald/13 Take It To Heart.m4a,13 Take It To Heart.m4a,The Very Best Of Michael McDonald,Compilations,Michael McDonald,,The Very Best Of Michael McDonald,Take It To Heart,13/16,1/1,1990,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1117,iTunes/Compilations/The Very Best Of Michael McDonald/14 Higher Ground.m4a,14 Higher Ground.m4a,The Very Best Of Michael McDonald,Compilations,Michael McDonald,,The Very Best Of Michael McDonald,Higher Ground,14/16,1/1,1990,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1118,iTunes/Compilations/This Is Ultimate Dance!/01 No More Drama.m4a,01 No More Drama.m4a,This Is Ultimate Dance!,Compilations,Mary J. Blige,,This Is Ultimate Dance!,No More Drama,1/17,1/1,2002,Pop,metadata-conflict,0.6,metadata artist differs from folder artist guess
1119,iTunes/Compilations/This Is Ultimate Dance!/02 Get Ur Freak On.m4a,02 Get Ur Freak On.m4a,This Is Ultimate Dance!,Compilations,Missy Elliott,,This Is Ultimate Dance!,Get Ur Freak On,2/17,1/1,2002,Pop,metadata-conflict,0.6,metadata artist differs from folder artist guess
1120,iTunes/Compilations/This Is Ultimate Dance!/09 Heard It All Before.m4a,09 Heard It All Before.m4a,This Is Ultimate Dance!,Compilations,Sunshine Anderson,,This Is Ultimate Dance!,Heard It All Before,9/17,1/1,2002,Pop,metadata-conflict,0.6,metadata artist differs from folder artist guess
1121,iTunes/Compilations/This Is Ultimate Dance!/13 One More Time.m4a,13 One More Time.m4a,This Is Ultimate Dance!,Compilations,Daft Punk,,This Is Ultimate Dance!,One More Time,13/17,1/1,2002,Pop,metadata-conflict,0.6,metadata artist differs from folder artist guess
1131,iTunes/Compilations/VH1 Storytellers - Greatest Moments (Dis/1-11 The Crying Game.m4a,1-11 The Crying Game.m4a,VH1 Storytellers - Greatest Moments (Dis,Compilations,Culture Club,,VH1 Storytellers - Greatest Moments (Disc 1),The Crying Game,11/15,1/2,1998,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1132,iTunes/Compilations/VH1 Storytellers - Greatest Moments (Dis/1-13 Do You Really Want To Hurt Me.m4a,1-13 Do You Really Want To Hurt Me.m4a,VH1 Storytellers - Greatest Moments (Dis,Compilations,Culture Club,,VH1 Storytellers - Greatest Moments (Disc 1),Do You Really Want To Hurt Me,13/15,1/2,1998,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1133,iTunes/Compilations/VH1 Storytellers - Greatest Moments (Dis/1-15 Karma Chameleon.m4a,1-15 Karma Chameleon.m4a,VH1 Storytellers - Greatest Moments (Dis,Compilations,Culture Club,,VH1 Storytellers - Greatest Moments (Disc 1),Karma Chameleon,15/15,1/2,1998,Rock,metadata-conflict,0.6,metadata artist differs from folder artist guess
1134,iTunes/Compilations/Who's That Girl (Soundtrack from the Mot/01 Who's That Girl.m4a,01 Who's That Girl.m4a,Who's That Girl (Soundtrack from the Mot,Compilations,Madonna,Various Artists,Who's That Girl (Soundtrack from the Motion Picture),Who's That Girl,1/9,1/1,1987-01-01T12:00:00Z,Soundtrack,metadata-conflict,0.6,metadata artist differs from folder artist guess
1135,iTunes/Compilations/Who's That Girl (Soundtrack from the Mot/02 Causing a Commotion.m4a,02 Causing a Commotion.m4a,Who's That Girl (Soundtrack from the Mot,Compilations,Madonna,Various Artists,Who's That Girl (Soundtrack from the Motion Picture),Causing a Commotion,2/9,1/1,1987-01-01T12:00:00Z,Soundtrack,metadata-conflict,0.6,metadata artist differs from folder artist guess
1136,iTunes/Compilations/Your Man/03 No Rush.m4a,03 No Rush.m4a,Your Man,Compilations,Josh Turner,,Your Man,No Rush,3/11,1/1,2006,Country,metadata-conflict,0.6,metadata artist differs from folder artist guess
1137,iTunes/Compilations/Your Man/07 Angels Fall Sometimes.m4a,07 Angels Fall Sometimes.m4a,Your Man,Compilations,Josh Turner,,Your Man,Angels Fall Sometimes,7/11,1/1,2006,Country,metadata-conflict,0.6,metadata artist differs from folder artist guess
1138,iTunes/Compilations/Your Man/09 Me And God.m4a,09 Me And God.m4a,Your Man,Compilations,Josh Turner,,Your Man,Me And God,9/11,1/1,2006,Country,metadata-conflict,0.6,metadata artist differs from folder artist guess
1139,iTunes/Corinne Bailey Rae/Corinne Bailey Rae/01 Like a Star.m4a,01 Like a Star.m4a,Corinne Bailey Rae,Corinne Bailey Rae,Corinne Bailey Rae,Corinne Bailey Rae,Corinne Bailey Rae,Like a Star,1/12,1/1,2006-03-06T08:00:00Z,Pop,confirmed,1.0,album_artist matches folder artist guess
1146,iTunes/Creed/My Own Prison/01 Torn.m4a,01 Torn.m4a,My Own Prison,Creed,Creed,,My Own Prison,Torn,1/10,1/1,1997,Rock,confirmed,0.98,artist tag matches folder artist guess
1147,iTunes/Creed/My Own Prison/02 Ode.m4a,02 Ode.m4a,My Own Prison,Creed,Creed,,My Own Prison,Ode,2/10,1/1,1997,Rock,confirmed,0.98,artist tag matches folder artist guess
1148,iTunes/Creed/My Own Prison/03 My Own Prison.m4a,03 My Own Prison.m4a,My Own Prison,Creed,Creed,,My Own Prison,My Own Prison,3/10,1/1,1997,Rock,confirmed,0.98,artist tag matches folder artist guess
1149,iTunes/Creed/My Own Prison/04 Pity For A Dime.m4a,04 Pity For A Dime.m4a,My Own Prison,Creed,Creed,,My Own Prison,Pity For A Dime,4/10,1/1,1997,Rock,confirmed,0.98,artist tag matches folder artist guess
1150,iTunes/Creed/My Own Prison/05 In America.m4a,05 In America.m4a,My Own Prison,Creed,Creed,,My Own Prison,In America,5/10,1/1,1997,Rock,confirmed,0.98,artist tag matches folder artist guess
1151,iTunes/Creed/My Own Prison/06 Illusion.m4a,06 Illusion.m4a,My Own Prison,Creed,Creed,,My Own Prison,Illusion,6/10,1/1,1997,Rock,confirmed,0.98,artist tag matches folder artist guess
1152,iTunes/Creed/My Own Prison/07 Unforgiven.m4a,07 Unforgiven.m4a,My Own Prison,Creed,Creed,,My Own Prison,Unforgiven,7/10,1/1,1997,Rock,confirmed,0.98,artist tag matches folder artist guess
1153,iTunes/Creed/My Own Prison/08 Sister.m4a,08 Sister.m4a,My Own Prison,Creed,Creed,,My Own Prison,Sister,8/10,1/1,1997,Rock,confirmed,0.98,artist tag matches folder artist guess
1154,iTunes/Creed/My Own Prison/09 What's This Life For.m4a,09 What's This Life For.m4a,My Own Prison,Creed,Creed,,My Own Prison,What's This Life For,9/10,1/1,1997,Rock,confirmed,0.98,artist tag matches folder artist guess
1155,iTunes/Creed/My Own Prison/10 One.m4a,10 One.m4a,My Own Prison,Creed,Creed,,My Own Prison,One,10/10,1/1,1997,Rock,confirmed,0.98,artist tag matches folder artist guess
1159,iTunes/Cyndi Lauper/She's So Unusual/01 Money Changes Everything.m4a,01 Money Changes Everything.m4a,She's So Unusual,Cyndi Lauper,Cyndi Lauper,,She's So Unusual,Money Changes Everything,1/9,1/1,1983,Rock,confirmed,0.98,artist tag matches folder artist guess
1160,iTunes/Cyndi Lauper/She's So Unusual/02 Girls Just Want To Have Fun.m4a,02 Girls Just Want To Have Fun.m4a,She's So Unusual,Cyndi Lauper,Cyndi Lauper,,She's So Unusual,Girls Just Want To Have Fun,2/9,1/1,1983,Rock,confirmed,0.98,artist tag matches folder artist guess
1161,iTunes/Cyndi Lauper/She's So Unusual/03 When You Were Mine.m4a,03 When You Were Mine.m4a,She's So Unusual,Cyndi Lauper,Cyndi Lauper,,She's So Unusual,When You Were Mine,3/9,1/1,1983,Rock,confirmed,0.98,artist tag matches folder artist guess
1162,iTunes/Cyndi Lauper/She's So Unusual/04 Time After Time.m4a,04 Time After Time.m4a,She's So Unusual,Cyndi Lauper,Cyndi Lauper,,She's So Unusual,Time After Time,4/9,1/1,1983,Rock,confirmed,0.98,artist tag matches folder artist guess
1163,iTunes/Cyndi Lauper/She's So Unusual/06 All Through The Night.m4a,06 All Through The Night.m4a,She's So Unusual,Cyndi Lauper,Cyndi Lauper,,She's So Unusual,All Through The Night,6/9,1/1,1983,Rock,confirmed,0.98,artist tag matches folder artist guess
1164,iTunes/Cyndi Lauper/She's So Unusual/08 I'll Kiss You.m4a,08 I'll Kiss You.m4a,She's So Unusual,Cyndi Lauper,Cyndi Lauper,,She's So Unusual,I'll Kiss You,8/9,1/1,1983,Rock,confirmed,0.98,artist tag matches folder artist guess
1165,iTunes/Cyndi Lauper/True Colors/04 True Colors.m4a,04 True Colors.m4a,True Colors,Cyndi Lauper,Cyndi Lauper,,True Colors,True Colors,4/10,1/1,1986,Pop,confirmed,0.98,artist tag matches folder artist guess
1166,iTunes/Cyndi Lauper/True Colors/07 Iko Iko.m4a,07 Iko Iko.m4a,True Colors,Cyndi Lauper,Cyndi Lauper,,True Colors,Iko Iko,7/10,1/1,1986,Pop,confirmed,0.98,artist tag matches folder artist guess
1167,iTunes/Cyndi Lauper/True Colors/08 Faraway Nearby.m4a,08 Faraway Nearby.m4a,True Colors,Cyndi Lauper,Cyndi Lauper,,True Colors,Faraway Nearby,8/10,1/1,1986,Pop,confirmed,0.98,artist tag matches folder artist guess
1171,iTunes/Darryl Worley/Sounds Like Life/04 Sounds Like Life to Me.m4a,04 Sounds Like Life to Me.m4a,Sounds Like Life,Darryl Worley,Darryl Worley,Darryl Worley,Sounds Like Life,Sounds Like Life to Me,4/12,1/1,2009-06-23T07:00:00Z,Country,confirmed,1.0,album_artist matches folder artist guess
1180,iTunes/Dave Matthews Band/Unknown Album/06 Crash.m4a,06 Crash.m4a,Unknown Album,Dave Matthews Band,Dave Matthews Band,,,Crash,6/18,,,,confirmed,0.98,artist tag matches folder artist guess
1189,iTunes/Dead or Alive/Evolution_ The Hits/16 Brand New Lover.m4a,16 Brand New Lover.m4a,Evolution_ The Hits,Dead or Alive,Dead or Alive,Dead or Alive,Evolution: The Hits,Brand New Lover,16/18,1/1,2003-06-24T07:00:00Z,Pop,confirmed,1.0,album_artist matches folder artist guess
1200,iTunes/Def Leppard/Vault_ Def Leppard's Greatest Hits/01 Pour Some Sugar On Me.m4a,01 Pour Some Sugar On Me.m4a,Vault_ Def Leppard's Greatest Hits,Def Leppard,Def Leppard,,Vault: Def Leppard's Greatest Hits,Pour Some Sugar On Me,1/15,1/1,1995,Metal,confirmed,0.98,artist tag matches folder artist guess
1201,iTunes/Def Leppard/Vault_ Def Leppard's Greatest Hits/03 Love Bites.m4a,03 Love Bites.m4a,Vault_ Def Leppard's Greatest Hits,Def Leppard,Def Leppard,,Vault: Def Leppard's Greatest Hits,Love Bites,3/15,1/1,1995,Metal,confirmed,0.98,artist tag matches folder artist guess
1206,iTunes/Diana Ross/I Love You/02 More Today Than Yesterday.m4a,02 More Today Than Yesterday.m4a,I Love You,Diana Ross,Diana Ross,Diana Ross,I Love You,More Today Than Yesterday,2/15,1/1,2007-01-16T08:00:00Z,Contemporary R&B,confirmed,1.0,album_artist matches folder artist guess
1210,iTunes/Dixie Chicks/Fly/03 Cowboy Take Me Away.m4a,03 Cowboy Take Me Away.m4a,Fly,Dixie Chicks,Dixie Chicks,,Fly,Cowboy Take Me Away,3/14,1/1,2001,Country,confirmed,0.98,artist tag matches folder artist guess
1211,iTunes/Dixie Chicks/Fly/09 Without You.m4a,09 Without You.m4a,Fly,Dixie Chicks,Dixie Chicks,,Fly,Without You,9/14,1/1,1999,Country,confirmed,0.98,artist tag matches folder artist guess
1220,iTunes/Echo & The Bunnymen/Echo & the Bunnymen/06 Lips Like Sugar.m4a,06 Lips Like Sugar.m4a,Echo & the Bunnymen,Echo & The Bunnymen,Echo & The Bunnymen,Echo & The Bunnymen,Echo & the Bunnymen,Lips Like Sugar,6/18,1/1,2004-12-07T08:00:00Z,Rock,confirmed,1.0,album_artist matches folder artist guess
1224,iTunes/Elton John/Greatest Hits 1970-2002 [Disc 1]/1-01 Your Song.m4a,1-01 Your Song.m4a,Greatest Hits 1970-2002 [Disc 1],Elton John,Elton John,,Greatest Hits 1970-2002 [Disc 1],Your Song,1/17,1/2,1970,Pop,confirmed,0.98,artist tag matches folder artist guess
1225,iTunes/Elton John/Greatest Hits 1970-2002 [Disc 1]/1-03 Tiny Dancer.m4a,1-03 Tiny Dancer.m4a,Greatest Hits 1970-2002 [Disc 1],Elton John,Elton John,,Greatest Hits 1970-2002 [Disc 1],Tiny Dancer,3/17,1/2,1971,Pop,confirmed,0.98,artist tag matches folder artist guess
1226,iTunes/Elton John/Greatest Hits 1970-2002 [Disc 1]/1-04 Rocket Man (I Think It's Going.m4a,1-04 Rocket Man (I Think It's Going.m4a,Greatest Hits 1970-2002 [Disc 1],Elton John,Elton John,,Greatest Hits 1970-2002 [Disc 1],Rocket Man (I Think It's Going To Be A Long Long Time),4/17,1/2,1972,Pop,confirmed,0.98,artist tag matches folder artist guess
1227,iTunes/Elton John/Greatest Hits 1970-2002 [Disc 1]/1-07 Daniel.m4a,1-07 Daniel.m4a,Greatest Hits 1970-2002 [Disc 1],Elton John,Elton John,,Greatest Hits 1970-2002 [Disc 1],Daniel,7/17,1/2,1972,Pop,confirmed,0.98,artist tag matches folder artist guess
1229,iTunes/Enrique Iglesias/Enrique/03 I Have Always Loved You.m4a,03 I Have Always Loved You.m4a,Enrique,Enrique Iglesias,Enrique Iglesias,,Enrique,I Have Always Loved You,3/13,1/1,1999,Latin,confirmed,0.98,artist tag matches folder artist guess
1230,iTunes/Enrique Iglesias/Enrique/07 Could I Have This Kiss Forever.m4a,07 Could I Have This Kiss Forever.m4a,Enrique,Enrique Iglesias,Enrique Iglesias,,Enrique,Could I Have This Kiss Forever,7/13,1/1,1999,Latin,confirmed,0.98,artist tag matches folder artist guess
1231,iTunes/Enrique Iglesias/Escape/01 Escape.m4a,01 Escape.m4a,Escape,Enrique Iglesias,Enrique Iglesias,,Escape,Escape,1/13,1/1,2001,Latin,confirmed,0.98,artist tag matches folder artist guess
1234,iTunes/Enur/Calabria 2007/02 Calabria 2007 (Club Mix).m4a,02 Calabria 2007 (Club Mix).m4a,Calabria 2007,Enur,Enur,Enur,Calabria 2007,Calabria 2007 (Club Mix),2/3,1/1,2007-07-10T07:00:00Z,Dance,confirmed,1.0,album_artist matches folder artist guess
1235,iTunes/Enya/Paint The Sky With Stars_ The Best Of En/01 Orinoco Flow.m4a,01 Orinoco Flow.m4a,Paint The Sky With Stars_ The Best Of En,Enya,Enya,,Paint The Sky With Stars: The Best Of Enya,Orinoco Flow,1/16,1/1,1988,New Age,confirmed,0.98,artist tag matches folder artist guess
1236,iTunes/Enya/Paint The Sky With Stars_ The Best Of En/02 Caribbean Blue.m4a,02 Caribbean Blue.m4a,Paint The Sky With Stars_ The Best Of En,Enya,Enya,,Paint The Sky With Stars: The Best Of Enya,Caribbean Blue,2/16,1/1,1991,New Age,confirmed,0.98,artist tag matches folder artist guess
1237,iTunes/Enya/Paint The Sky With Stars_ The Best Of En/03 Book Of Days.m4a,03 Book Of Days.m4a,Paint The Sky With Stars_ The Best Of En,Enya,Enya,,Paint The Sky With Stars: The Best Of Enya,Book Of Days,3/16,1/1,1992,New Age,confirmed,0.98,artist tag matches folder artist guess
1238,iTunes/Enya/Paint The Sky With Stars_ The Best Of En/04 Anywhere Is.m4a,04 Anywhere Is.m4a,Paint The Sky With Stars_ The Best Of En,Enya,Enya,,Paint The Sky With Stars: The Best Of Enya,Anywhere Is,4/16,1/1,1995,New Age,confirmed,0.98,artist tag matches folder artist guess
1239,iTunes/Enya/Paint The Sky With Stars_ The Best Of En/05 Only If....m4a,05 Only If....m4a,Paint The Sky With Stars_ The Best Of En,Enya,Enya,,Paint The Sky With Stars: The Best Of Enya,Only If...,5/16,1/1,1997,New Age,confirmed,0.98,artist tag matches folder artist guess
1240,iTunes/Enya/Paint The Sky With Stars_ The Best Of En/06 The Celts.m4a,06 The Celts.m4a,Paint The Sky With Stars_ The Best Of En,Enya,Enya,,Paint The Sky With Stars: The Best Of Enya,The Celts,6/16,1/1,1987,New Age,confirmed,0.98,artist tag matches folder artist guess
1241,iTunes/Enya/Paint The Sky With Stars_ The Best Of En/07 China Roses.m4a,07 China Roses.m4a,Paint The Sky With Stars_ The Best Of En,Enya,Enya,,Paint The Sky With Stars: The Best Of Enya,China Roses,7/16,1/1,1995,New Age,confirmed,0.98,artist tag matches folder artist guess
1242,iTunes/Enya/Paint The Sky With Stars_ The Best Of En/08 Shepherd Moons.m4a,08 Shepherd Moons.m4a,Paint The Sky With Stars_ The Best Of En,Enya,Enya,,Paint The Sky With Stars: The Best Of Enya,Shepherd Moons,8/16,1/1,1991,New Age,confirmed,0.98,artist tag matches folder artist guess
1243,iTunes/Enya/Paint The Sky With Stars_ The Best Of En/09 Ebudæ.m4a,09 Ebudæ.m4a,Paint The Sky With Stars_ The Best Of En,Enya,Enya,,Paint The Sky With Stars: The Best Of Enya,Ebudæ,9/16,1/1,1991,New Age,confirmed,0.98,artist tag matches folder artist guess
1244,iTunes/Enya/Paint The Sky With Stars_ The Best Of En/10 Storms In Africa.m4a,10 Storms In Africa.m4a,Paint The Sky With Stars_ The Best Of En,Enya,Enya,,Paint The Sky With Stars: The Best Of Enya,Storms In Africa,10/16,1/1,1988,New Age,confirmed,0.98,artist tag matches folder artist guess
1245,iTunes/Enya/Paint The Sky With Stars_ The Best Of En/11 Watermark.m4a,11 Watermark.m4a,Paint The Sky With Stars_ The Best Of En,Enya,Enya,,Paint The Sky With Stars: The Best Of Enya,Watermark,11/16,1/1,1988,New Age,confirmed,0.98,artist tag matches folder artist guess
1246,iTunes/Enya/Paint The Sky With Stars_ The Best Of En/12 Paint The Sky With Stars.m4a,12 Paint The Sky With Stars.m4a,Paint The Sky With Stars_ The Best Of En,Enya,Enya,,Paint The Sky With Stars: The Best Of Enya,Paint The Sky With Stars,12/16,1/1,1997,New Age,confirmed,0.98,artist tag matches folder artist guess
1247,iTunes/Enya/Paint The Sky With Stars_ The Best Of En/13 Marble Halls.m4a,13 Marble Halls.m4a,Paint The Sky With Stars_ The Best Of En,Enya,Enya,,Paint The Sky With Stars: The Best Of Enya,Marble Halls,13/16,1/1,1991,New Age,confirmed,0.98,artist tag matches folder artist guess
